"term"	"artist_id"
"electronic"	"AR91GW21187FB4F642"
"rock"	"AR937CC1187B99B9B9"
"pop"	"AR937CC1187B99B9B9"
"rock"	"AR93D4D1187FB3ACAD"
"jazz"	"AR93D4D1187FB3ACAD"
"pop"	"AR93D4D1187FB3ACAD"
"electronic"	"AR93D4D1187FB3ACAD"
"rock"	"AR93K7R1187B9AC92A"
"jazz"	"AR93RTI1187B98ECFB"
"hip hop"	"AR93WAA1187FB42116"
"rock"	"AR93WAA1187FB42116"
"pop"	"AR93WAA1187FB42116"
"electronic"	"AR93WAA1187FB42116"
"hip hop"	"AR95CRV1187B9AFD6D"
"alternative rock"	"AR95CRV1187B9AFD6D"
"rock"	"AR95CRV1187B9AFD6D"
"rock"	"AR95F611187B99CE1C"
"pop"	"AR95F611187B99CE1C"
"electronic"	"AR95F611187B99CE1C"
"electronic"	"AR95QS71187FB3F49A"
"hip hop"	"AR95QS71187FB3F49A"
"rock"	"AR95QS71187FB3F49A"
"jazz"	"AR95QS71187FB3F49A"
"pop"	"AR95QS71187FB3F49A"
"rock"	"AR966X21187B9AC463"
"jazz"	"AR966X21187B9AC463"
"pop"	"AR966X21187B9AC463"
"hip hop"	"AR9788H1187B9A05D1"
"rock"	"AR9788H1187B9A05D1"
"jazz"	"AR97EHA1187B98AD5F"
"jazz"	"AR97HAK1187B99C7D2"
"electronic"	"AR97HAK1187B99C7D2"
"rock"	"AR97HAK1187B99C7D2"
"pop"	"AR97HAK1187B99C7D2"
"alternative rock"	"AR97V5X1187FB4AE98"
"rock"	"AR97V5X1187FB4AE98"
"electronic"	"AR97V5X1187FB4AE98"
"pop"	"AR97V5X1187FB4AE98"
"jazz"	"AR99OWM11C8A4149FD"
"electronic"	"AR99OWM11C8A4149FD"
"rock"	"AR99OWM11C8A4149FD"
"alternative rock"	"AR9A5TK1187B9AD07F"
"rock"	"AR9A5TK1187B9AD07F"
"jazz"	"AR9A5TK1187B9AD07F"
"rock"	"AR9AM2N1187B9AD2F1"
"alternative rock"	"AR9AM2N1187B9AD2F1"
"electronic"	"AR9AM2N1187B9AD2F1"
"hip hop"	"AR9AM2N1187B9AD2F1"
"jazz"	"AR9AM2N1187B9AD2F1"
"pop"	"AR9AM2N1187B9AD2F1"
"rock"	"AR9AN471187B99E0DA"
"hip hop"	"AR9AWNF1187B9AB0B4"
"jazz"	"AR9AWNF1187B9AB0B4"
"rock"	"AR9AWNF1187B9AB0B4"
"pop"	"AR9AWNF1187B9AB0B4"
"rock"	"AR9B5JX1187FB55D84"
"alternative rock"	"AR9B5JX1187FB55D84"
"jazz"	"AR9B5JX1187FB55D84"
"pop"	"AR9B5JX1187FB55D84"
"rock"	"AR9C8IE1187B9ACC99"
"hip hop"	"AR9C8IE1187B9ACC99"
"pop"	"AR9C8IE1187B9ACC99"
"rock"	"AR9CYE51187FB44F66"
"rock"	"AR9DO2O1187FB53637"
"electronic"	"AR9E0A21187B989609"
"hip hop"	"AR9E0A21187B989609"
"jazz"	"AR9E0A21187B989609"
"alternative rock"	"AR9E0A21187B989609"
"pop"	"AR9E0A21187B989609"
"rock"	"AR9E0A21187B989609"
"pop"	"AR9E43L1187FB566FA"
"rock"	"AR9EZGO1187B9A401F"
"jazz"	"AR9F71I1187FB46CAF"
"pop"	"AR9F71I1187FB46CAF"
"jazz"	"AR9FEO71187FB5981F"
"pop"	"AR9FEO71187FB5981F"
"hip hop"	"AR9G2A41187B99951A"
"rock"	"AR9GQKV1187FB52E44"
"pop"	"AR9GQKV1187FB52E44"
"jazz"	"AR9HABI1187FB3ACAA"
"rock"	"AR9HABI1187FB3ACAA"
"pop"	"AR9HABI1187FB3ACAA"
"pop"	"AR9HNKW1187FB57EC6"
"jazz"	"AR9I1L41187FB37F0E"
"pop"	"AR9I1L41187FB37F0E"
"jazz"	"AR9ILJF1187B9B80ED"
"electronic"	"AR9ILJF1187B9B80ED"
"rock"	"AR9ILJF1187B9B80ED"
"hip hop"	"AR9ILJF1187B9B80ED"
"pop"	"AR9ILJF1187B9B80ED"
"pop"	"AR9JJ761187B9AF496"
"jazz"	"AR9JLBU1187B9AAEC4"
"rock"	"AR9JLBU1187B9AAEC4"
"pop"	"AR9JLBU1187B9AAEC4"
"hip hop"	"AR9JLBU1187B9AAEC4"
"electronic"	"AR9JLBU1187B9AAEC4"
"jazz"	"AR9JNFU1187B9B9868"
"rock"	"AR9JNFU1187B9B9868"
"pop"	"AR9JNFU1187B9B9868"
"rock"	"AR9K6SJ1187B989A32"
"hip hop"	"AR9K6SJ1187B989A32"
"pop"	"AR9K6SJ1187B989A32"
"jazz"	"AR9KWJK1187FB4A531"
"electronic"	"AR9KWJK1187FB4A531"
"hip hop"	"AR9LJ9D1187FB4303D"
"pop"	"AR9LJ9D1187FB4303D"
"alternative rock"	"AR9LT7R1187FB4543A"
"hip hop"	"AR9LT7R1187FB4543A"
"rock"	"AR9LT7R1187FB4543A"
"jazz"	"AR9LT7R1187FB4543A"
"electronic"	"AR9LT7R1187FB4543A"
"electronic"	"AR9M9XY1187B98B2F8"
"rock"	"AR9N3N31187B9B87CC"
"electronic"	"AR9N3N31187B9B87CC"
"alternative rock"	"AR9N3N31187B9B87CC"
"alternative rock"	"AR9NA5G1187B98F460"
"rock"	"AR9NA5G1187B98F460"
"rock"	"AR9NAVM1187FB51B69"
"alternative rock"	"AR9NAVM1187FB51B69"
"jazz"	"AR9O0LF1187B99D0D1"
"rock"	"AR9O98A1187FB39621"
"pop"	"AR9O98A1187FB39621"
"hip hop"	"AR9ODB41187FB459B2"
"jazz"	"AR9ODB41187FB459B2"
"rock"	"AR9ODB41187FB459B2"
"electronic"	"AR9ODB41187FB459B2"
"hip hop"	"AR9OMFE1187FB3BB54"
"jazz"	"AR9OMFE1187FB3BB54"
"alternative rock"	"AR9OMFE1187FB3BB54"
"electronic"	"AR9OMFE1187FB3BB54"
"rock"	"AR9OMFE1187FB3BB54"
"rock"	"AR9OTFC11C8A415220"
"alternative rock"	"AR9OTFC11C8A415220"
"pop"	"AR9OTFC11C8A415220"
"electronic"	"AR9OTFC11C8A415220"
"rock"	"AR9Q3LP1187FB3D647"
"jazz"	"AR9Q3LP1187FB3D647"
"alternative rock"	"AR9Q3LP1187FB3D647"
"electronic"	"AR9Q3LP1187FB3D647"
"hip hop"	"AR9RTS51187B996CC8"
"electronic"	"AR9RTS51187B996CC8"
"rock"	"AR9RTS51187B996CC8"
"pop"	"AR9RTS51187B996CC8"
"alternative rock"	"AR9RTS51187B996CC8"
"jazz"	"AR9RTS51187B996CC8"
"electronic"	"AR9S8551187FB3EA81"
"pop"	"AR9S8551187FB3EA81"
"jazz"	"AR9ST641187B99B4DE"
"electronic"	"AR9ST641187B99B4DE"
"hip hop"	"AR9ST641187B99B4DE"
"rock"	"AR9ST641187B99B4DE"
"pop"	"AR9ST641187B99B4DE"
"hip hop"	"AR9SU0S1187FB53D0F"
"electronic"	"AR9SU0S1187FB53D0F"
"alternative rock"	"AR9SU0S1187FB53D0F"
"rock"	"AR9SU0S1187FB53D0F"
"pop"	"AR9SU0S1187FB53D0F"
"rock"	"AR9SYAF1187FB43BD5"
"jazz"	"AR9UT8H1187B9AF504"
"pop"	"AR9UT8H1187B9AF504"
"electronic"	"AR9UT8H1187B9AF504"
"hip hop"	"AR9VEMN1187FB4D75B"
"electronic"	"AR9VEMN1187FB4D75B"
"alternative rock"	"AR9VI9M1187FB410CC"
"hip hop"	"AR9VI9M1187FB410CC"
"rock"	"AR9VI9M1187FB410CC"
"pop"	"AR9VI9M1187FB410CC"
"rock"	"AR9W3X91187FB3994C"
"pop"	"AR9W3X91187FB3994C"
"alternative rock"	"AR9W3X91187FB3994C"
"electronic"	"AR9W3X91187FB3994C"
"jazz"	"AR9XDAA1187B99768F"
"rock"	"AR9XDAA1187B99768F"
"electronic"	"AR9XDAA1187B99768F"
"pop"	"AR9XDAA1187B99768F"
"hip hop"	"AR9XEVF1187B99D017"
"alternative rock"	"AR9XEVF1187B99D017"
"rock"	"AR9XEVF1187B99D017"
"electronic"	"AR9XEVF1187B99D017"
"jazz"	"AR9XPQF1187FB5A693"
"pop"	"AR9XPQF1187FB5A693"
"rock"	"AR9XPQF1187FB5A693"
"hip hop"	"AR9XPQF1187FB5A693"
"electronic"	"AR9XPQF1187FB5A693"
"electronic"	"AR9XZPA1187B9AC7D4"
"jazz"	"AR9YI7H1187B9960E3"
"pop"	"AR9YI7H1187B9960E3"
"rock"	"AR9YI7H1187B9960E3"
"electronic"	"AR9YI7H1187B9960E3"
"jazz"	"AR9YQN31187FB45B34"
"rock"	"AR9YQN31187FB45B34"
"electronic"	"AR9YQN31187FB45B34"
"pop"	"AR9YQN31187FB45B34"
"alternative rock"	"AR9YQN31187FB45B34"
"electronic"	"AR9YS621187FB5AC07"
"jazz"	"AR9YS621187FB5AC07"
"electronic"	"AR9YV621187B99373E"
"hip hop"	"AR9YV621187B99373E"
"rock"	"AR9YV621187B99373E"
"rock"	"AR9YWMS1187FB43A34"
"pop"	"AR9YWMS1187FB43A34"
"jazz"	"ARA03M61187B996945"
"electronic"	"ARA0H5U1187FB47949"
"pop"	"ARA0H5U1187FB47949"
"alternative rock"	"ARA0JEL1187B998FA3"
"hip hop"	"ARA0YAE1187B9B1D16"
"electronic"	"ARA0YAE1187B9B1D16"
"rock"	"ARA0YAE1187B9B1D16"
"alternative rock"	"ARA0YAE1187B9B1D16"
"rock"	"ARA1EK21187B9A2FB7"
"electronic"	"ARA1EK21187B9A2FB7"
"rock"	"ARA1UU51187FB5A70B"
"pop"	"ARA1UU51187FB5A70B"
"hip hop"	"ARA26TC1187B9B8505"
"electronic"	"ARA26TC1187B9B8505"
"electronic"	"ARA2CR31187FB36A39"
"rock"	"ARA2CR31187FB36A39"
"alternative rock"	"ARA2CR31187FB36A39"
"rock"	"ARA2ZTN1187B98E3ED"
"hip hop"	"ARA2ZTN1187B98E3ED"
"electronic"	"ARA2ZTN1187B98E3ED"
"alternative rock"	"ARA2ZTN1187B98E3ED"
"pop"	"ARA3I0J1187FB57869"
"rock"	"ARA3I0J1187FB57869"
"jazz"	"ARA3I0J1187FB57869"
"rock"	"ARA3O2C1187B989063"
"alternative rock"	"ARA3O2C1187B989063"
"hip hop"	"ARA3VJJ1187FB3F5A6"
"rock"	"ARA3VJJ1187FB3F5A6"
"pop"	"ARA3VJJ1187FB3F5A6"
"rock"	"ARA3XRR1187B9984EF"
"alternative rock"	"ARA3XRR1187B9984EF"
"electronic"	"ARA3XRR1187B9984EF"
"pop"	"ARA3XRR1187B9984EF"
"electronic"	"ARA65601187FB57BD9"
"hip hop"	"ARA65601187FB57BD9"
"pop"	"ARA65601187FB57BD9"
"rock"	"ARA65601187FB57BD9"
"electronic"	"ARA6BH81187B98F3AF"
"hip hop"	"ARA6BH81187B98F3AF"
"jazz"	"ARA6H4G1187B99E2F2"
"jazz"	"ARA6QLT1187FB4CB89"
"alternative rock"	"ARA6QLT1187FB4CB89"
"rock"	"ARA6QLT1187FB4CB89"
"hip hop"	"ARA7EEC1187FB4C392"
"rock"	"ARA7EEC1187FB4C392"
"hip hop"	"ARA7LD41187FB4DC0C"
"rock"	"ARA7WV51187FB532B0"
"rock"	"ARA7YDA1187B9A5776"
"pop"	"ARA7YDA1187B9A5776"
"hip hop"	"ARA7YDA1187B9A5776"
"alternative rock"	"ARA7YDA1187B9A5776"
"jazz"	"ARA7YDA1187B9A5776"
"electronic"	"ARA7YDA1187B9A5776"
"jazz"	"ARA82JG1187FB36131"
"alternative rock"	"ARA82JG1187FB36131"
"rock"	"ARA82JG1187FB36131"
"hip hop"	"ARA82JG1187FB36131"
"pop"	"ARA82JG1187FB36131"
"electronic"	"ARA82JG1187FB36131"
"hip hop"	"ARA8DDQ1187B9AE3A0"
"pop"	"ARA8DDQ1187B9AE3A0"
"electronic"	"ARA8DDQ1187B9AE3A0"
"jazz"	"ARA8O8L1187B9AD61D"
"rock"	"ARA8O8L1187B9AD61D"
"electronic"	"ARA8O8L1187B9AD61D"
"electronic"	"ARA8X3M1187B9A13CA"
"alternative rock"	"ARA8X3M1187B9A13CA"
"rock"	"ARA8X3M1187B9A13CA"
"pop"	"ARA8X3M1187B9A13CA"
"hip hop"	"ARAA1VM1187B994013"
"pop"	"ARAA1VM1187B994013"
"electronic"	"ARAA1VM1187B994013"
"rock"	"ARAA88L1187B9A29C1"
"pop"	"ARAA88L1187B9A29C1"
"alternative rock"	"ARAA88L1187B9A29C1"
"pop"	"ARAAP251187B99DDE0"
"electronic"	"ARABDBR11E2835EADC"
"pop"	"ARABDBR11E2835EADC"
"hip hop"	"ARABDBR11E2835EADC"
"rock"	"ARABFU01187FB46712"
"pop"	"ARABFU01187FB46712"
"rock"	"ARABS971187B9A8509"
"pop"	"ARABTW91187FB3A73B"
"jazz"	"ARADCSF11F4C8416CD"
"jazz"	"ARADF5Q1187B98DAE7"
"electronic"	"ARAENPX1187B990DDA"
"pop"	"ARAENPX1187B990DDA"
"rock"	"ARAEX7Y1187FB42D36"
"hip hop"	"ARAEX7Y1187FB42D36"
"electronic"	"ARAEXD61187B9B7543"
"jazz"	"ARAEXD61187B9B7543"
"pop"	"ARAEXD61187B9B7543"
"electronic"	"ARAFRFP1187FB4230B"
"rock"	"ARAFRFP1187FB4230B"
"jazz"	"ARAG1DX1187B98BB10"
"rock"	"ARAG1DX1187B98BB10"
"jazz"	"ARAGB2O1187FB3A161"
"electronic"	"ARAGB2O1187FB3A161"
"electronic"	"ARAH4TU1187FB51D28"
"hip hop"	"ARAH4TU1187FB51D28"
"jazz"	"ARAH4TU1187FB51D28"
"rock"	"ARAH4TU1187FB51D28"
"alternative rock"	"ARAH4TU1187FB51D28"
"rock"	"ARAHILU122988FD7D1"
"jazz"	"ARAHQDS1187FB55275"
"alternative rock"	"ARAI2ZO1187B9A0536"
"rock"	"ARAI2ZO1187B9A0536"
"pop"	"ARAI2ZO1187B9A0536"
"rock"	"ARAI3SX1187B9A3A9A"
"alternative rock"	"ARAI3SX1187B9A3A9A"
"rock"	"ARAIABB1187B9AC6E2"
"pop"	"ARAIABB1187B9AC6E2"
"alternative rock"	"ARAIABB1187B9AC6E2"
"jazz"	"ARAIABB1187B9AC6E2"
"electronic"	"ARAIABB1187B9AC6E2"
"rock"	"ARAIJG51187B9B97A4"
"pop"	"ARAIJG51187B9B97A4"
"electronic"	"ARAIJG51187B9B97A4"
"alternative rock"	"ARAIJG51187B9B97A4"
"pop"	"ARAILOU1241B9CA8CD"
"electronic"	"ARAJ5XN1187B9B578B"
"rock"	"ARAJPHH1187FB5566A"
"pop"	"ARAJPHH1187FB5566A"
"jazz"	"ARAJPHH1187FB5566A"
"hip hop"	"ARAJPHH1187FB5566A"
"electronic"	"ARAJPHH1187FB5566A"
"alternative rock"	"ARAJPHH1187FB5566A"
"electronic"	"ARAJRG51187B9B4BEF"
"alternative rock"	"ARAJRG51187B9B4BEF"
"rock"	"ARAK3HK1187FB51B38"
"pop"	"ARAK3HK1187FB51B38"
"rock"	"ARAKARO1187B9A1EB6"
"pop"	"ARAKARO1187B9A1EB6"
"jazz"	"ARAKARO1187B9A1EB6"
"alternative rock"	"ARALEAC1187B9902A8"
"rock"	"ARALEAC1187B9902A8"
"pop"	"ARALEAC1187B9902A8"
"electronic"	"ARALEAC1187B9902A8"
"rock"	"ARALP6I1187B989E27"
"pop"	"ARALP6I1187B989E27"
"jazz"	"ARALP6I1187B989E27"
"hip hop"	"ARALP6I1187B989E27"
"electronic"	"ARALP6I1187B989E27"
"jazz"	"ARALUUG1187FB58696"
"rock"	"ARALUUG1187FB58696"
"alternative rock"	"ARALUUG1187FB58696"
"hip hop"	"ARALUUG1187FB58696"
"pop"	"ARALUUG1187FB58696"
"electronic"	"ARALUUG1187FB58696"
"pop"	"ARAMB6Q1187B99DE68"
"hip hop"	"ARAMCAZ1187B9AB6F5"
"alternative rock"	"ARAMCAZ1187B9AB6F5"
"electronic"	"ARAMCAZ1187B9AB6F5"
"rock"	"ARAMCAZ1187B9AB6F5"
"pop"	"ARAMCAZ1187B9AB6F5"
"pop"	"ARAMIDF1187FB3D8D4"
"rock"	"ARAMIDF1187FB3D8D4"
"alternative rock"	"ARAMIDF1187FB3D8D4"
"rock"	"ARAN38V1187FB4C4EE"
"rock"	"ARANDRM1187B98B446"
"alternative rock"	"ARANDRM1187B98B446"
"pop"	"ARANDRM1187B98B446"
"rock"	"ARANIJI11F4C83EFD2"
"rock"	"ARANOZN1187B9B373E"
"pop"	"ARANOZN1187B9B373E"
"rock"	"ARAO0RA1187FB587F2"
"pop"	"ARAO0RA1187FB587F2"
"alternative rock"	"ARAO0RA1187FB587F2"
"electronic"	"ARAO0RA1187FB587F2"
"rock"	"ARAO9JK1187FB3D213"
"rock"	"ARAOADX1187B98AED3"
"pop"	"ARAOADX1187B98AED3"
"electronic"	"ARAOADX1187B98AED3"
"alternative rock"	"ARAOADX1187B98AED3"
"rock"	"ARAOBIZ1187FB38574"
"jazz"	"ARAOBIZ1187FB38574"
"pop"	"ARAOJ681187B9AAB76"
"rock"	"ARAOPEF1187B995099"
"pop"	"ARAPH9U1187B9B34F0"
"rock"	"ARAPH9U1187B9B34F0"
"electronic"	"ARAPLFD1187B98DABD"
"hip hop"	"ARAPLFD1187B98DABD"
"pop"	"ARAPLFD1187B98DABD"
"rock"	"ARAQOK81187B98DD4A"
"hip hop"	"ARAQOK81187B98DD4A"
"alternative rock"	"ARAQOK81187B98DD4A"
"pop"	"ARAQOK81187B98DD4A"
"electronic"	"ARAQOK81187B98DD4A"
"jazz"	"ARARFT81187FB41EEA"
"rock"	"ARARFT81187FB41EEA"
"electronic"	"ARASSX21187FB528B7"
"hip hop"	"ARASSX21187FB528B7"
"rock"	"ARASSX21187FB528B7"
"pop"	"ARASSX21187FB528B7"
"alternative rock"	"ARASSX21187FB528B7"
"jazz"	"ARASWKT1187B9923B7"
"rock"	"ARASWKT1187B9923B7"
"pop"	"ARASWKT1187B9923B7"
"rock"	"ARASYMJ1187B9ACAF2"
"hip hop"	"ARATH401187B98A7DE"
"jazz"	"ARATH401187B98A7DE"
"rock"	"ARATH401187B98A7DE"
"pop"	"ARATH401187B98A7DE"
"electronic"	"ARATH401187B98A7DE"
"rock"	"ARATR0U1187B9B76D0"
"alternative rock"	"ARATR0U1187B9B76D0"
"electronic"	"ARAU2Q51187FB50D4C"
"rock"	"ARAU2Q51187FB50D4C"
"electronic"	"ARAUFKZ1242077FBD1"
"hip hop"	"ARAVPU21187B993957"
"rock"	"ARAVPU21187B993957"
"pop"	"ARAVPU21187B993957"
"jazz"	"ARAVS1S1187FB4C519"
"hip hop"	"ARAVS1S1187FB4C519"
"electronic"	"ARAVS1S1187FB4C519"
"alternative rock"	"ARAVS1S1187FB4C519"
"rock"	"ARAVS1S1187FB4C519"
"hip hop"	"ARAVWPR1187FB4736D"
"hip hop"	"ARAWBUP1187B9B93FC"
"jazz"	"ARAWBUP1187B9B93FC"
"rock"	"ARAWBUP1187B9B93FC"
"electronic"	"ARAWBUP1187B9B93FC"
"rock"	"ARAWNNA1241B9C726F"
"hip hop"	"ARAWNNA1241B9C726F"
"hip hop"	"ARAXU5Z1187B98FECD"
"alternative rock"	"ARAXU5Z1187B98FECD"
"rock"	"ARAXU5Z1187B98FECD"
"jazz"	"ARAXU5Z1187B98FECD"
"pop"	"ARAXU5Z1187B98FECD"
"electronic"	"ARAXU5Z1187B98FECD"
"rock"	"ARAZ59E1187B98BF6D"
"hip hop"	"ARAZ59E1187B98BF6D"
"alternative rock"	"ARAZ59E1187B98BF6D"
"jazz"	"ARAZ59E1187B98BF6D"
"pop"	"ARAZ59E1187B98BF6D"
"electronic"	"ARAZ59E1187B98BF6D"
"jazz"	"ARAZCWP129462A97F1"
"rock"	"ARAZCWP129462A97F1"
"pop"	"ARAZCWP129462A97F1"
"pop"	"ARAZF6G1187FB5A0C1"
"rock"	"ARAZF6G1187FB5A0C1"
"jazz"	"ARAZF6G1187FB5A0C1"
"electronic"	"ARAZF6G1187FB5A0C1"
"alternative rock"	"ARAZF6G1187FB5A0C1"
"alternative rock"	"ARAZYBE1187FB38BC1"
"hip hop"	"ARB054P1187B9AD32E"
"rock"	"ARB054P1187B9AD32E"
"jazz"	"ARB054P1187B9AD32E"
"pop"	"ARB054P1187B9AD32E"
"electronic"	"ARB06Z71187B99049A"
"alternative rock"	"ARB0OOC1187B98B2C4"
"rock"	"ARB0OOC1187B98B2C4"
"electronic"	"ARB0OOC1187B98B2C4"
"jazz"	"ARB0T441187FB3B064"
"rock"	"ARB0T441187FB3B064"
"electronic"	"ARB0T441187FB3B064"
"hip hop"	"ARB0WNP1187B9AC4AB"
"pop"	"ARB0WNP1187B9AC4AB"
"rock"	"ARB1CNO1187FB4CE93"
"alternative rock"	"ARB1CNO1187FB4CE93"
"electronic"	"ARB1CNO1187FB4CE93"
"hip hop"	"ARB1CNO1187FB4CE93"
"jazz"	"ARB1CNO1187FB4CE93"
"rock"	"ARB1KC91187FB38B13"
"pop"	"ARB1KC91187FB38B13"
"rock"	"ARB1LM61187FB4DDF4"
"pop"	"ARB1LM61187FB4DDF4"
"jazz"	"ARB29H41187B98F0EF"
"electronic"	"ARB29H41187B98F0EF"
"rock"	"ARB29H41187B98F0EF"
"hip hop"	"ARB29H41187B98F0EF"
"alternative rock"	"ARB29H41187B98F0EF"
"pop"	"ARB29H41187B98F0EF"
"hip hop"	"ARB2M051187FB56FA9"
"electronic"	"ARB2M051187FB56FA9"
"jazz"	"ARB2M051187FB56FA9"
"pop"	"ARB2M051187FB56FA9"
"rock"	"ARB336A1187B9A4583"
"alternative rock"	"ARB336A1187B9A4583"
"alternative rock"	"ARB3YS71187FB4E54E"
"rock"	"ARB3YS71187FB4E54E"
"electronic"	"ARB3YS71187FB4E54E"
"jazz"	"ARB3YS71187FB4E54E"
"pop"	"ARB3YS71187FB4E54E"
"rock"	"ARB45GQ1187B98D2B4"
"hip hop"	"ARB4D891187B9954F7"
"hip hop"	"ARB4ROA1187B9ACAEC"
"electronic"	"ARB4ROA1187B9ACAEC"
"rock"	"ARB4ZRM1187B993147"
"pop"	"ARB5S4L1187FB4AD20"
"electronic"	"ARB5S4L1187FB4AD20"
"rock"	"ARB5TJM1187B9A71FD"
"electronic"	"ARB5TJM1187B9A71FD"
"pop"	"ARB5TJM1187B9A71FD"
"rock"	"ARB5U6G1187B9A994C"
"jazz"	"ARB5U6G1187B9A994C"
"pop"	"ARB5U6G1187B9A994C"
"electronic"	"ARB6B5K1187FB36017"
"pop"	"ARB6B5K1187FB36017"
"electronic"	"ARB6OGR1187FB4D43D"
"rock"	"ARB6OGR1187FB4D43D"
"pop"	"ARB6OGR1187FB4D43D"
"hip hop"	"ARB78VW1187B98F81C"
"electronic"	"ARB78VW1187B98F81C"
"electronic"	"ARB8KZ11187B9A21ED"
"hip hop"	"ARB8KZ11187B9A21ED"
"jazz"	"ARB8KZ11187B9A21ED"
"pop"	"ARB8KZ11187B9A21ED"
"rock"	"ARB8KZ11187B9A21ED"
"electronic"	"ARB90161187B98CDFE"
"hip hop"	"ARB90161187B98CDFE"
"alternative rock"	"ARB90161187B98CDFE"
"rock"	"ARB90161187B98CDFE"
"jazz"	"ARB9WJ11187B98BF17"
"rock"	"ARB9WJ11187B98BF17"
"pop"	"ARB9WJ11187B98BF17"
"electronic"	"ARB9WJ11187B98BF17"
"jazz"	"ARBAUDK1187FB3BD7F"
"pop"	"ARBAW9R1187B98FB6B"
"hip hop"	"ARBAW9R1187B98FB6B"
"rock"	"ARBAW9R1187B98FB6B"
"rock"	"ARBBBLV1187FB57B70"
"electronic"	"ARBBBLV1187FB57B70"
"hip hop"	"ARBBFSA122ECCBD070"
"hip hop"	"ARBCUNV1187B98A9FB"
"rock"	"ARBCUNV1187B98A9FB"
"jazz"	"ARBE5BJ1187B98BCFD"
"hip hop"	"ARBE9XH1187B9A826F"
"rock"	"ARBEBBY1187B9B43DB"
"pop"	"ARBEBBY1187B9B43DB"
"rock"	"ARBEOHF1187B9B044D"
"pop"	"ARBEOHF1187B9B044D"
"alternative rock"	"ARBFCK11187FB4C89B"
"electronic"	"ARBFCK11187FB4C89B"
"rock"	"ARBFCK11187FB4C89B"
"pop"	"ARBFCK11187FB4C89B"
"rock"	"ARBFDJW1187B9AD27A"
"hip hop"	"ARBFDJW1187B9AD27A"
"electronic"	"ARBFDJW1187B9AD27A"
"pop"	"ARBFDJW1187B9AD27A"
"alternative rock"	"ARBFQ7L1187B9ACD48"
"pop"	"ARBFQ7L1187B9ACD48"
"jazz"	"ARBFQ7L1187B9ACD48"
"rock"	"ARBFQ7L1187B9ACD48"
"electronic"	"ARBFQ7L1187B9ACD48"
"pop"	"ARBGWMW1187B9AEA3E"
"rock"	"ARBGWMW1187B9AEA3E"
"pop"	"ARBGXIG122988F409D"
"rock"	"ARBHBE91187B9A1F58"
"pop"	"ARBHBE91187B9A1F58"
"hip hop"	"ARBHPBX1187FB47102"
"electronic"	"ARBHPBX1187FB47102"
"pop"	"ARBINER1187B994686"
"rock"	"ARBIPSC1187FB522FE"
"jazz"	"ARBJC9U1187B9A70AC"
"pop"	"ARBJC9U1187B9A70AC"
"rock"	"ARBJC9U1187B9A70AC"
"jazz"	"ARBJFXO122C8677DF0"
"pop"	"ARBJFXO122C8677DF0"
"rock"	"ARBJI5N1187FB400D0"
"pop"	"ARBJI5N1187FB400D0"
"electronic"	"ARBJI5N1187FB400D0"
"hip hop"	"ARBJI5N1187FB400D0"
"jazz"	"ARBJI5N1187FB400D0"
"rock"	"ARBJSO81187B9BA09B"
"pop"	"ARBJSO81187B9BA09B"
"alternative rock"	"ARBKEA91187B98CE1F"
"rock"	"ARBKEA91187B98CE1F"
"electronic"	"ARBKEA91187B98CE1F"
"jazz"	"ARBKUS51187B98A3AC"
"jazz"	"ARBM4TC1187FB5CE98"
"pop"	"ARBM4TC1187FB5CE98"
"rock"	"ARBM4TC1187FB5CE98"
"rock"	"ARBM57Q1187B9AF97C"
"electronic"	"ARBM57Q1187B9AF97C"
"hip hop"	"ARBNXYA1187FB51C50"
"pop"	"ARBNXYA1187FB51C50"
"jazz"	"ARBNYIE12802FDE477"
"pop"	"ARBOG0H1187B99F775"
"rock"	"ARBOG0H1187B99F775"
"pop"	"ARBON001187B99BAD8"
"rock"	"ARBPRDX1187B9B1CA3"
"alternative rock"	"ARBQ5TQ1187B992B8A"
"rock"	"ARBQ5TQ1187B992B8A"
"electronic"	"ARBQ5TQ1187B992B8A"
"pop"	"ARBQ5TQ1187B992B8A"
"jazz"	"ARBQ69D1187FB4D62D"
"pop"	"ARBQPXY1187B98D67B"
"rock"	"ARBQPXY1187B98D67B"
"hip hop"	"ARBS1OC1187FB44CAF"
"pop"	"ARBS1OC1187FB44CAF"
"jazz"	"ARBTD2Y1187B9B3EA5"
"electronic"	"ARBTD2Y1187B9B3EA5"
"rock"	"ARBTNN91187B9ADD5D"
"pop"	"ARBTNN91187B9ADD5D"
"alternative rock"	"ARBTNN91187B9ADD5D"
"jazz"	"ARBU6D71187B9B5319"
"rock"	"ARBU6D71187B9B5319"
"rock"	"ARBUHDB1187FB3E72C"
"pop"	"ARBUHDB1187FB3E72C"
"jazz"	"ARBUHDB1187FB3E72C"
"hip hop"	"ARBUHDB1187FB3E72C"
"alternative rock"	"ARBUHDB1187FB3E72C"
"electronic"	"ARBUHDB1187FB3E72C"
"hip hop"	"ARBUOMY1187B99F2EB"
"alternative rock"	"ARBUOOR1187B997391"
"rock"	"ARBUOOR1187B997391"
"pop"	"ARBUOOR1187B997391"
"rock"	"ARBV2AK1187FB5BA33"
"pop"	"ARBV2AK1187FB5BA33"
"electronic"	"ARBV2AK1187FB5BA33"
